ID,MIN_TEMPERATURE,MAX_TEMPERATURE,MEAN_TEMPERATURE,TOTAL_PRECIPITATION,SPEED_MAX_GUST
1012710.2018.12.11,6.6,11.2,8.9,32.6,58
1012710.2018.12.12,6.1,9,7.5,9.8,43
1012710.2018.12.13,6.5,9.7,8.1,25.4,
1012710.2018.12.14,6.6,14.7,10.6,2.2,68
1012710.2018.12.15,4.6,9.8,7.2,0,40
1012710.2018.12.16,7.9,10.4,9.2,5,48
1012710.2018.12.17,5.6,10.1,7.8,7.2,
1012710.2018.12.18,7.2,10.4,8.8,17.8,63
1012710.2018.12.19,7.2,10,8.6,4.6,58
1012710.2018.12.20,6.1,13.3,9.7,5.6,94
1012710.2018.12.21,2,7.6,4.8,0,54
1012710.2018.12.22,5.6,9.2,7.4,2.6,34
1012710.2018.12.23,5.8,8.5,7.1,10.2,39
1012710.2018.12.24,4,7.4,5.7,0.4,
1012710.2018.12.25,3.1,6.6,4.9,0.2,
1012710.2018.12.26,3.1,7.1,5.1,3,
1012710.2018.12.27,1.3,6.6,4,0.2,
1012710.2018.12.28,5,7.7,6.4,13.8,
1012710.2018.12.29,6.9,12,9.5,20,59
1012710.2018.12.30,3.8,9.4,6.6,0,39
1012710.2018.12.31,0.4,6.1,3.2,0.2,
1012710.2019.1.1,2,6.4,4.2,0,
1012710.2019.1.2,3.5,5.8,4.7,7.4,
1012710.2019.1.3,5.6,10.4,8,57.6,36
1012710.2019.1.4,6.6,11.1,8.8,2.4,40
1012710.2019.1.5,6.7,9.4,8,0,
1012710.2019.1.6,4.3,8.7,6.5,6,74
1012710.2019.1.7,1.3,7,4.1,0,36
1012710.2019.1.8,4.1,7,5.5,0.2,47
1012710.2019.1.9,4.9,10,7.4,0.2,37
1012710.2019.1.10,7.3,10.8,9,1.2,
1012710.2019.1.11,7.9,10.9,9.4,0,
1012710.2019.1.12,6,10.9,8.4,0,
1012710.2019.1.13,3.9,11.7,7.8,0,
1012710.2019.1.14,3.1,9.7,6.4,0,33
1012710.2019.1.15,3.5,8.6,6,0,
1012710.2019.1.16,4.1,7.7,5.9,0,34
1012710.2019.1.17,5.9,10.5,8.2,4,34
1012710.2019.1.18,6.9,9.8,8.4,3,41
1012710.2019.1.19,5.9,11,8.5,2.6,50
1012710.2019.1.20,2.7,9.1,5.9,0,
1012710.2019.1.21,1.8,8.4,5.1,0.6,
1012710.2019.1.22,4.6,7.6,6.1,28.4,
1012710.2019.1.23,6.5,10.2,8.3,6.4,54
1012710.2019.1.24,,,,,
1012710.2019.1.25,4.6,8.8,6.7,0,
1012710.2019.1.26,4,8.4,6.2,0,
1012710.2019.1.27,5.2,7.7,6.5,0,
1012710.2019.1.28,3.2,9.1,6.2,0,36
1012710.2019.1.29,3.6,9,6.3,0,
1012710.2019.1.30,2.5,8.4,5.5,0,
1012710.2019.1.31,4.5,8.3,6.4,0,
1012710.2019.2.1,6.1,9.6,7.9,5.6,34
1012710.2019.2.2,4.2,9.2,6.7,0,33
1012710.2019.2.3,-3.7,4.9,0.6,,52
1012710.2019.2.4,-4.5,-0.1,-2.3,,47
1012710.2019.2.5,-3.8,2.2,-0.8,,
1012710.2019.2.6,-1.9,2.8,0.4,,
1012710.2019.2.7,-1.7,3.4,0.9,,
1012710.2019.2.8,-1.2,2.9,0.9,,65
1012710.2019.2.9,-2.5,1.1,-0.7,,81
1012710.2019.2.10,-3.3,2.5,-0.4,,49
1012710.2019.2.11,-2.9,-0.2,-1.6,,38
1012710.2019.2.12,-0.8,1.4,0.3,,35
1012710.2019.2.13,0.4,2.2,1.3,,
1012710.2019.2.14,-0.1,2.7,1.3,,42
1012710.2019.2.15,1.7,6.2,3.9,0.4,
1012710.2019.2.16,1.3,7.4,4.3,0.2,
1012710.2019.2.17,2.2,7.8,5,0,
1012710.2019.2.18,0.8,5.6,3.2,0,
1012710.2019.2.19,2,6.3,4.2,1,47
1012710.2019.2.20,1.4,5.8,3.6,0,
1012710.2019.2.21,1.2,6.5,3.8,0,
1012710.2019.2.22,2.2,7.6,4.9,3.2,43
1012710.2019.2.23,3.7,6.7,5.2,0.6,
1012710.2019.2.24,2.9,6.4,4.6,0.8,40
1012710.2019.2.25,1.7,4.9,3.3,0,57
1012710.2019.2.26,0.5,4,2.2,0,51
1012710.2019.2.27,1.8,6.5,4.2,0,40
1012710.2019.2.28,0.8,6.7,3.7,0,
1012710.2019.3.1,1.6,7.2,4.4,0,
1012710.2019.3.2,-0.3,7.2,3.4,,51
1012710.2019.3.3,1.7,5.4,3.6,0,41
1012710.2019.3.4,0.9,5.2,3.1,0,37
1012710.2019.3.5,1.1,6,3.6,0,38
1012710.2019.3.6,0.6,4.2,2.4,0,
1012710.2019.3.7,0.7,7.8,4.3,0,33
1012710.2019.3.8,0.2,6.1,3.2,,
1012710.2019.3.9,0.1,7.5,3.8,,
1012710.2019.3.10,-0.7,8.8,4.1,,
1012710.2019.3.11,2,6.5,4.2,8.4,
1012710.2019.3.12,3.2,9.2,6.2,4.2,38
1012710.2019.3.13,2,8.4,5.2,0,
1012710.2019.3.14,4.5,9.1,6.8,0.2,
1012710.2019.3.15,5.8,10.7,8.3,0,
1012710.2019.3.16,5.2,14.1,9.7,0,
1012710.2019.3.17,3.6,15.8,9.7,0,
1012710.2019.3.18,5.6,18.9,12.3,0,33
1012710.2019.3.19,8.4,20.7,14.5,0,
1012710.2019.3.20,8.7,21.2,15,0,38
1012710.2019.3.21,5.5,15.9,10.7,0,41
1012710.2019.3.22,6.2,13.7,9.9,0,48
1012710.2019.3.23,7.9,11.5,9.7,0,
1012710.2019.3.24,4,10.8,7.4,0,
1012710.2019.3.25,5.2,11.6,8.4,1.4,40
1012710.2019.3.26,6,10.8,8.4,0.6,
1012710.2019.3.27,5.6,14.2,9.9,0,41
1012710.2019.3.28,8.1,14.5,11.3,0,
1012710.2019.3.29,4.6,11.2,7.9,0,
1012710.2019.3.30,4.7,12.3,8.5,0,
1012710.2019.3.31,5.3,12.8,9,0,
1012710.2019.4.1,5.7,18.5,12.1,0,31
1012710.2019.4.2,7.9,18.2,13.1,0,33
1012710.2019.4.3,9.2,12.7,11,1.4,59
1012710.2019.4.4,8.8,15.2,12,0,36
1012710.2019.4.5,9.2,13.7,11.5,0.2,56
1012710.2019.4.6,7.4,10.7,9.1,0.6,47
1012710.2019.4.7,6.4,12.7,9.5,0,32
1012710.2019.4.8,7.3,10.1,8.7,5,
1012710.2019.4.9,7.9,11.5,9.7,2.4,59
1012710.2019.4.10,8.1,11.4,9.7,1.8,41
1012710.2019.4.11,7.6,10.7,9.1,2.8,32
1012710.2019.4.12,8.1,10.7,9.4,0,
1012710.2019.4.13,7.2,10.5,8.9,6.8,63
1012710.2019.4.14,6.2,8.7,7.5,0,40
1012710.2019.4.15,5.8,11.6,8.7,0,
1012710.2019.4.16,5.7,10.8,8.2,0,
1012710.2019.4.17,9.2,13.8,11.5,0,37
1012710.2019.4.18,9.8,12.2,11,10.6,
1012710.2019.4.19,9.6,15.1,12.3,1,34
1012710.2019.4.20,6.8,12.8,9.8,0,
1012710.2019.4.21,6.6,14.4,10.5,0,41
1012710.2019.4.22,8.7,11,9.8,3,
1012710.2019.4.23,8.8,13.8,11.3,0,49
1012710.2019.4.24,7.4,11.3,9.3,0,35
1012710.2019.4.25,5.2,15.1,10.1,0,
1012710.2019.4.26,8.3,12.1,10.2,0,65
1012710.2019.4.27,7.1,12.4,9.8,0,57
1012710.2019.4.28,4,14.6,9.3,0,
1012710.2019.4.29,5.6,14.7,10.1,0,
1012710.2019.4.30,7,16.2,11.6,0,31
1012710.2019.5.1,8.4,14.7,11.5,0,49
1012710.2019.5.2,9.2,14.2,11.7,0,43
1012710.2019.5.3,8.2,12.1,10.1,0,
1012710.2019.5.4,7.7,12.8,10.3,0,
1012710.2019.5.5,7.8,16.7,12.3,0,
1012710.2019.5.6,8.6,15.8,12.2,0,
1012710.2019.5.7,9,16.8,12.9,0,
1012710.2019.5.8,10.3,16.5,13.4,0,
1012710.2019.5.9,10.6,23.1,16.9,0,
1012710.2019.5.10,11.2,21.4,16.3,0,
1012710.2019.5.11,10.4,21.2,15.8,0,42
1012710.2019.5.12,9.8,16.3,13.1,0,34
1012710.2019.5.13,7.3,14.7,11,0,
1012710.2019.5.14,9.9,13.2,11.5,2,31
1012710.2019.5.15,10.3,17.6,13.9,1,33
1012710.2019.5.16,10.8,16.2,13.5,0,46
1012710.2019.5.17,10.7,15.2,13,0,50
1012710.2019.5.18,10,18.6,14.3,0,
1012710.2019.5.19,11.1,18.6,14.8,0,34
1012710.2019.5.20,9.8,13.4,11.6,8.2,
1012710.2019.5.21,9.9,16.9,13.4,1.2,
1012710.2019.5.22,10.1,18.4,14.3,0.2,
1012710.2019.5.23,11.1,23.1,17.1,0,
1012710.2019.5.24,11.5,15.9,13.7,0,
1012710.2019.5.25,10.3,12.6,11.5,17.4,
1012710.2019.5.26,8.5,16.4,12.5,0,
1012710.2019.5.27,11.3,23.1,17.2,0.2,41
1012710.2019.5.28,11.1,15,13.1,0,39
1012710.2019.5.29,10.5,16.3,13.4,0,
1012710.2019.5.30,10.9,18.8,14.8,0,
1012710.2019.5.31,12,20.8,16.4,0,38
1012710.2019.6.1,12.1,19.3,15.7,0,
1012710.2019.6.2,10.9,20.6,15.8,0,43
1012710.2019.6.3,11.1,17.6,14.4,0,44
1012710.2019.6.4,10.3,17.5,13.9,0,43
1012710.2019.6.5,10.3,15.6,13,0.2,52
1012710.2019.6.6,9.8,13.6,11.7,0,37
1012710.2019.6.7,9.9,14.6,12.2,0.4,36
1012710.2019.6.8,10.8,16.8,13.8,0,39
1012710.2019.6.9,8.5,17.9,13.2,0,
1012710.2019.6.10,11.6,16,13.8,0,
1012710.2019.6.11,12.1,21,16.6,0,
1012710.2019.6.12,13.6,24.5,19,0,
1012710.2019.6.13,13,23.1,18,0,57
1012710.2019.6.14,12.1,16.3,14.2,0,47
1012710.2019.6.15,11.6,18.4,15,0,33
1012710.2019.6.16,12.7,19.4,16,0,34
1012710.2019.6.17,12.5,21.4,17,0,49
1012710.2019.6.18,12.4,17.2,14.8,0,58
1012710.2019.6.19,11.9,15.2,13.5,0,67
1012710.2019.6.20,10.8,19,14.9,0,50
1012710.2019.6.21,11.6,17.5,14.6,0,34
1012710.2019.6.22,12.2,16.9,14.6,0,49
1012710.2019.6.23,12,15.7,13.8,0,58
1012710.2019.6.24,11.5,17,14.2,0,38
1012710.2019.6.25,10.1,19.6,14.8,0,35
1012710.2019.6.26,11.7,17.7,14.7,0,
1012710.2019.6.27,12.5,16.4,14.4,12.2,35
1012710.2019.6.28,12.2,16,14.1,0,
1012710.2019.6.29,12.8,18.2,15.5,0,
1012710.2019.6.30,12.6,20.8,16.7,0,
1012710.2019.7.1,13.7,21.5,17.6,0,51
1012710.2019.7.2,13.3,16.1,14.7,5.8,42
1012710.2019.7.3,13.4,18.1,15.7,0,
1012710.2019.7.4,12.3,18.8,15.6,0,34
1012710.2019.7.5,12,18.7,15.4,0,36
1012710.2019.7.6,12.5,19.3,15.9,0,31
1012710.2019.7.7,11.6,16.6,14.1,1,35
1012710.2019.7.8,11,18.2,14.6,0,
1012710.2019.7.9,11.7,18.6,15.1,3.8,
1012710.2019.7.10,11.6,18.4,15,5.4,
1012710.2019.7.11,12.3,17.8,15.1,1.2,
1012710.2019.7.12,11.5,20.3,15.9,0,32
1012710.2019.7.13,13.9,21.7,17.8,0,37
1012710.2019.7.14,13.1,20.8,17,0,35
1012710.2019.7.15,12.4,20.5,16.4,0.2,
1012710.2019.7.16,13.3,21.7,17.5,0,38
1012710.2019.7.17,12.5,19.6,16,5.2,42
1012710.2019.7.18,13.5,18.7,16.1,0,51
1012710.2019.7.19,12.5,17.8,15.1,0,
1012710.2019.7.20,11.2,18.7,14.9,0,
1012710.2019.7.21,12.3,21.9,17.1,0,
1012710.2019.7.22,13.8,22.1,17.9,0,44
1012710.2019.7.23,13.4,20.1,16.8,0,48
1012710.2019.7.24,13.7,19,16.4,0,39
1012710.2019.7.25,12.7,19.2,15.9,0,
1012710.2019.7.26,13.1,25.4,19.2,0,59
1012710.2019.7.27,15.7,21.2,18.4,0,46
1012710.2019.7.28,13,22,17.5,0,
1012710.2019.7.29,13.2,22.7,17.9,0,37
1012710.2019.7.30,13.7,19,16.3,0,34
1012710.2019.7.31,12.6,20.6,16.6,0,
1012710.2019.8.1,13.2,19.3,16.3,0,
1012710.2019.8.2,12.6,22.1,17.3,6.6,46
1012710.2019.8.3,12.2,19.7,16,0,
1012710.2019.8.4,13.1,22.5,17.8,0,
1012710.2019.8.5,13.2,24.5,18.9,0,
1012710.2019.8.6,13.4,22.7,18.1,0,
1012710.2019.8.7,14.2,23.1,18.7,0,
1012710.2019.8.8,13.1,19.9,16.5,0,38
1012710.2019.8.9,14.3,18.6,16.5,0,
1012710.2019.8.10,12.6,18.6,15.6,1.2,
1012710.2019.8.11,13.6,20,16.8,0.2,33
1012710.2019.8.12,12.2,20.5,16.3,0.2,
1012710.2019.8.13,12.8,20.3,16.5,0,
1012710.2019.8.14,13.4,22.8,18.1,0,32
1012710.2019.8.15,13.8,23,18.4,0,45
1012710.2019.8.16,13.2,18.4,15.8,0,35
1012710.2019.8.17,13,19.2,16.1,0,
1012710.2019.8.18,13.6,19.9,16.7,0,43
1012710.2019.8.19,13.3,17.6,15.4,0,
1012710.2019.8.20,12,22.1,17.1,0,
1012710.2019.8.21,12.7,19,15.8,3.6,31
1012710.2019.8.22,12.3,17.1,14.7,0,
1012710.2019.8.23,12.7,16.8,14.8,2.2,
1012710.2019.8.24,12.5,20.1,16.3,1.2,40
1012710.2019.8.25,13,18.8,15.9,0,34
1012710.2019.8.26,11.8,18.9,15.3,0,
1012710.2019.8.27,12.4,22.6,17.5,0,
1012710.2019.8.28,14.1,21.1,17.6,0,
1012710.2019.8.29,12.5,23,17.8,0.4,
1012710.2019.8.30,13.2,19.5,16.4,0.8,
1012710.2019.8.31,12.4,21.3,16.8,0.2,
1012710.2019.9.1,12.7,20.7,16.7,0,
1012710.2019.9.2,11.9,18.7,15.3,0,
1012710.2019.9.3,,,,,
1012710.2019.9.4,13.3,17.4,15.4,0,
1012710.2019.9.5,12.3,20,16.2,0,
1012710.2019.9.6,12.4,23.2,17.8,0,36
1012710.2019.9.7,12.3,18.5,15.4,0,
1012710.2019.9.8,12.3,16.6,14.4,0,
1012710.2019.9.9,11.9,16.1,14,0.4,
1012710.2019.9.10,11.7,17.3,14.5,0,
1012710.2019.9.11,11.7,15.7,13.7,0.2,
1012710.2019.9.12,12.8,17,14.9,22.2,
1012710.2019.9.13,12.4,17,14.7,0.4,
1012710.2019.9.14,11.9,16.2,14,4.4,
1012710.2019.9.15,11.8,16.6,14.2,10.2,
1012710.2019.9.16,10.2,14.3,12.3,0.2,
1012710.2019.9.17,11.5,14.5,13,10.2,44
1012710.2019.9.18,12.2,17.2,14.7,0.6,
1012710.2019.9.19,10.1,14.9,12.5,0.6,
1012710.2019.9.20,11.5,17.5,14.5,0,
1012710.2019.9.21,11.1,16.2,13.6,0.2,
1012710.2019.9.22,13.2,17.4,15.3,5.6,35
1012710.2019.9.23,11.3,15.7,13.5,7.4,42
1012710.2019.9.24,11.5,18.7,15.1,0,42
1012710.2019.9.25,9.7,14.9,12.3,0,
1012710.2019.9.26,11.7,17,14.3,2.6,48
1012710.2019.9.27,9,14,11.5,0.2,56
1012710.2019.9.28,8.9,15.5,12.2,1.8,35
1012710.2019.9.29,10.4,14.1,12.3,0,37
1012710.2019.9.30,7.9,13.6,10.7,0,
1012710.2019.10.1,5.2,11.9,8.6,0,
1012710.2019.10.2,7.2,13.2,10.2,0.2,
1012710.2019.10.3,9.3,13.7,11.5,0,
1012710.2019.10.4,8.9,12.5,10.7,4,
1012710.2019.10.5,9,12.9,10.9,4.8,
1012710.2019.10.6,7,13.6,10.3,0.2,
1012710.2019.10.7,9.9,15,12.5,16.8,43
1012710.2019.10.8,6.7,11.2,9,0.2,50
1012710.2019.10.9,4.1,10.3,7.2,0,
1012710.2019.10.10,2.7,11.4,7,0,
1012710.2019.10.11,5.7,14,9.9,0,
1012710.2019.10.12,6.1,14.2,10.1,1.8,
1012710.2019.10.13,8.5,11.7,10.1,0,
1012710.2019.10.14,5.4,10.7,8,0,
1012710.2019.10.15,7.4,11.2,9.3,1.8,
1012710.2019.10.16,10.6,14.3,12.5,6.4,
1012710.2019.10.17,8.4,13,10.7,7.8,51
1012710.2019.10.18,8.7,11.4,10,13.6,49
1012710.2019.10.19,8.8,11.9,10.3,0.6,45
1012710.2019.10.20,8.5,12.1,10.3,2.4,47
1012710.2019.10.21,9.7,12.6,11.2,24.2,36
1012710.2019.10.22,8.8,14.6,11.7,0.4,46
1012710.2019.10.23,5.7,11.8,8.8,0,
1012710.2019.10.24,7.6,11.1,9.4,0,
1012710.2019.10.25,8.2,13.3,10.7,0.8,52
1012710.2019.10.26,4.1,13,8.6,0,31
1012710.2019.10.27,4.9,12,8.5,0.2,
1012710.2019.10.28,2.5,10.3,6.4,0,
1012710.2019.10.29,3.1,9.3,6.2,0,35
1012710.2019.10.30,2,10.2,6.1,0,
1012710.2019.10.31,3.2,9.2,6.2,0,
1012710.2019.11.1,4,12.3,8.2,0,
1012710.2019.11.2,4.2,11.5,7.9,0,
1012710.2019.11.3,5.2,10,7.6,0,
1012710.2019.11.4,5.8,10.5,8.2,0,
1012710.2019.11.5,7.6,11.7,9.6,0,
1012710.2019.11.6,5.2,13.2,9.2,0.2,
1012710.2019.11.7,5.8,12.7,9.2,0,
1012710.2019.11.8,5.1,9.5,7.3,0,
1012710.2019.11.9,8.3,10.4,9.3,2.8,
1012710.2019.11.10,8.2,12.6,10.4,0,
1012710.2019.11.11,8.2,11,9.6,0,
1012710.2019.11.12,7.5,10.4,9,8.2,
1012710.2019.11.13,7.4,11,9.2,0,
1012710.2019.11.14,7.3,10.5,8.9,0,
1012710.2019.11.15,7.2,13.1,10.1,9.6,37
1012710.2019.11.16,6.8,11.1,9,7.8,
1012710.2019.11.17,7.1,13.5,10.3,29.2,54
1012710.2019.11.18,5.5,9.6,7.5,8.8,
1012710.2019.11.19,5.2,11.6,8.4,1,
1012710.2019.11.20,3.5,11.4,7.5,0,
1012710.2019.11.21,2.9,9.9,6.4,0.2,
1012710.2019.11.22,2.6,7.6,5.1,0,
1012710.2019.11.23,5.4,8.8,7.1,5.6,
1012710.2019.11.24,6.6,11.7,9.1,1,51
1012710.2019.11.25,2.8,9.6,6.2,0,
1012710.2019.11.26,1.7,6.3,4,1,48
1012710.2019.11.27,4.4,6.6,5.5,0,65
1012710.2019.11.28,2.7,5.2,3.9,0,60
1012710.2019.11.29,0.4,4.7,2.6,0,
1012710.2019.11.30,0.2,5.2,2.7,,
1012710.2019.12.1,2.3,5.2,3.7,0,34
1012710.2019.12.2,4.5,6.5,5.5,0,
1012710.2019.12.3,6.2,9.4,7.8,0,
1012710.2019.12.4,6.9,9.5,8.2,1,
1012710.2019.12.5,6.1,7.8,6.9,0,
1012710.2019.12.6,6.6,8.6,7.6,0.2,
1012710.2019.12.7,7.5,9.1,8.3,3.2,
1012710.2019.12.8,6.8,10,8.4,0,
1012710.2019.12.9,3.6,8.6,6.1,0,
1012710.2019.12.10,3.6,7,5.3,1.8,
1012710.2019.12.11,6.7,8.9,7.8,3,
1012710.2019.12.12,6.3,10.5,8.4,12.8,38
1012710.2019.12.13,4.1,8,6,0.6,
1012710.2019.12.14,,,,,
1012710.2019.12.15,1.5,7.5,4.5,0,
1012710.2019.12.16,2.5,7.9,5.2,0,
1012710.2019.12.17,6.2,8.7,7.4,0,
1012710.2019.12.18,6.1,7.9,7,3.8,
1012710.2019.12.19,5.5,10.2,7.8,19.6,40
1012710.2019.12.20,6.2,9.1,7.6,35.8,
1012710.2019.12.21,5.2,7.9,6.5,6.4,
1012710.2019.12.22,3.8,8.2,6,0,
1012710.2019.12.23,3.3,6.1,4.7,1.4,
1012710.2019.12.24,4.3,6,5.1,0,
1012710.2019.12.25,3.8,6.3,5.1,3.4,
1012710.2019.12.26,2.8,5.3,4,0.2,
1012710.2019.12.27,3.6,8.2,5.9,0,
1012710.2019.12.28,5.1,7.3,6.2,1,
1012710.2019.12.29,6.7,9,7.9,0,
1012710.2019.12.30,6.8,9.7,8.2,0,
1012710.2019.12.31,7.4,11.7,9.6,40.6,65
1012710.2020.1.1,7.4,11.1,9.2,0.6,69
1012710.2020.1.2,4.9,7.5,6.2,8.8,41
1012710.2020.1.3,5.7,11.4,8.6,13.8,53
1012710.2020.1.4,5.4,8.5,6.9,6.2,55
1012710.2020.1.5,3.8,7.7,5.7,5,85
1012710.2020.1.6,4.9,6.5,5.7,25.2,
1012710.2020.1.7,6,10.8,8.4,27.2,63
1012710.2020.1.8,1.4,7.4,4.4,0.2,66
1012710.2020.1.9,0.6,5.7,3.1,0,
1012710.2020.1.10,2.7,8.1,5.4,11.8,31
1012710.2020.1.11,4.4,7.3,5.9,1.8,57
1012710.2020.1.12,-0.8,6.8,3,,65
1012710.2020.1.13,-4.2,-0.1,-2.1,,41
1012710.2020.1.14,-4.9,-2.2,-3.6,,36
1012710.2020.1.15,-3.9,4.9,0.5,,49
1012710.2020.1.16,1.3,8.2,4.7,0,58
1012710.2020.1.17,-1.6,5.6,2,,35
1012710.2020.1.18,4.6,8.7,6.6,0.8,40
1012710.2020.1.19,5.4,8.6,7,0.2,
1012710.2020.1.20,6.7,9.4,8,0.8,
1012710.2020.1.21,5.3,10.2,7.7,18.2,39
1012710.2020.1.22,6.8,8.4,7.6,12.8,41
1012710.2020.1.23,7.5,10.2,8.9,12.6,
1012710.2020.1.24,6,10.3,8.2,3.8,49
1012710.2020.1.25,6.3,9,7.6,1.4,31
1012710.2020.1.26,7.5,10.9,9.2,2,46
1012710.2020.1.27,5.2,9.1,7.1,7,34
1012710.2020.1.28,6.9,8.4,7.6,7.8,
1012710.2020.1.29,5.3,10.7,8,12.2,39
1012710.2020.1.30,2.3,8.3,5.3,4.6,
1012710.2020.1.31,7.1,15.6,11.4,34.2,53
1012710.2020.2.1,,,,,
1012710.2020.2.2,,,,,
1012710.2020.2.3,0.2,4.9,2.6,,
1012710.2020.2.4,0.4,4.3,2.4,11.8,
1012710.2020.2.5,2.7,4.9,3.8,6.6,
1012710.2020.2.6,4.8,6.3,5.5,11.6,
1012710.2020.2.7,4.9,8.1,6.5,10.6,64
1012710.2020.2.8,3.1,9.9,6.5,2.6,54
1012710.2020.2.9,0.7,6.8,3.8,0,
1012710.2020.2.10,3.7,7.9,5.8,0,
1012710.2020.2.11,3.4,10.1,6.8,0,39
1012710.2020.2.12,4.5,8.2,6.3,0.6,
1012710.2020.2.13,4.8,8.3,6.5,4,39
1012710.2020.2.14,5.6,8.1,6.8,0.4,49
1012710.2020.2.15,5.2,9.5,7.3,1.8,39
1012710.2020.2.16,3.8,8,5.9,0,49
1012710.2020.2.17,-0.1,7.4,3.7,,
1012710.2020.2.18,1.3,6.8,4,0,
1012710.2020.2.19,1.8,8.1,4.9,0,
1012710.2020.2.20,2,9.8,5.9,0,
1012710.2020.2.21,1.2,10.2,5.7,0,35
1012710.2020.2.22,5.9,9.2,7.6,4.2,
1012710.2020.2.23,4.7,8.1,6.4,12.6,90
1012710.2020.2.24,4.6,8,6.3,0,61
1012710.2020.2.25,3,7.6,5.3,0,
1012710.2020.2.26,,,,,
1012710.2020.2.27,5,9.8,7.4,0,
1012710.2020.2.28,2.6,8.2,5.4,4.6,54
1012710.2020.2.29,4.5,9.1,6.8,2.8,50
1012710.2020.3.1,1.3,6.9,4.1,0.6,
1012710.2020.3.2,5.3,9.9,7.6,3,46
1012710.2020.3.3,7.5,9.6,8.5,0,65
1012710.2020.3.4,5.2,9.7,7.4,0.2,62
1012710.2020.3.5,5,8.7,6.9,1.4,35
1012710.2020.3.6,3,8.4,5.7,0.2,
1012710.2020.3.7,1.6,7.1,4.3,0,31
1012710.2020.3.8,1.1,6.6,3.9,0,
1012710.2020.3.9,-0.1,7.9,3.9,,
1012710.2020.3.10,2.4,7.8,5.1,2,36
1012710.2020.3.11,5.3,9.9,7.6,0.2,41
1012710.2020.3.12,2.4,7.8,5.1,0,
1012710.2020.3.13,3.2,6.3,4.8,0,75
1012710.2020.3.14,0.7,3.5,2.1,0,74
1012710.2020.3.15,1.1,7.2,4.2,0,62
1012710.2020.3.16,0.8,11.7,6.2,0,
1012710.2020.3.17,0.8,11.4,6.1,0,
1012710.2020.3.18,1.6,11.2,6.4,0,
1012710.2020.3.19,1.9,8.6,5.2,0,
1012710.2020.3.20,2.8,12,7.4,0,
1012710.2020.3.21,2.8,11,6.9,0,
1012710.2020.3.22,3.4,10.6,7,0,44
1012710.2020.3.23,5.5,8.6,7.1,0.8,41
1012710.2020.3.24,4.3,8,6.1,0.2,
1012710.2020.3.25,4.1,9.4,6.8,0.4,
1012710.2020.3.26,6.2,8.1,7.1,1,35
1012710.2020.3.27,5.6,9.5,7.6,2.6,
1012710.2020.3.28,7.7,9.8,8.8,4.4,35
1012710.2020.3.29,6.8,10.9,8.8,1.2,44
1012710.2020.3.30,4.3,8.4,6.3,9,59
1012710.2020.3.31,2.5,8.9,5.7,0.8,40
1012710.2020.4.1,3.5,9.2,6.4,0.6,33
1012710.2020.4.2,2.9,8.4,5.6,0,39
1012710.2020.4.3,3.6,7.3,5.5,1.4,51
1012710.2020.4.4,3,8.4,5.7,1.2,
1012710.2020.4.5,5.6,11,8.3,0,31
1012710.2020.4.6,2.1,13.6,7.8,0,32
1012710.2020.4.7,6,10.5,8.3,0,34
1012710.2020.4.8,4.6,14.2,9.4,0,
1012710.2020.4.9,4.6,12,8.3,0,
1012710.2020.4.10,5.7,13.3,9.5,0,37
1012710.2020.4.11,7.2,14.7,11,0,42
1012710.2020.4.12,4.7,14.5,9.6,0,32
1012710.2020.4.13,3.5,15.2,9.3,0,42
1012710.2020.4.14,6.1,15.7,10.9,0,34
1012710.2020.4.15,6.7,16.6,11.6,0,
1012710.2020.4.16,7.2,15.7,11.5,0,
1012710.2020.4.17,5.9,13,9.5,0,
1012710.2020.4.18,9,13.8,11.4,0.6,
1012710.2020.4.19,7.6,14.2,10.9,0,32
1012710.2020.4.20,7,15.2,11.1,0,32
1012710.2020.4.21,9.6,12.5,11,0,42
1012710.2020.4.22,8.9,10.7,9.8,13.2,
1012710.2020.4.23,8.9,13.9,11.4,0,48
1012710.2020.4.24,7.4,13.2,10.3,0,
1012710.2020.4.25,9.1,13.2,11.1,3.8,62
1012710.2020.4.26,8.8,14.6,11.7,2.6,
1012710.2020.4.27,8.5,13.1,10.8,0.6,54
1012710.2020.4.28,6.9,12.1,9.5,1.4,
1012710.2020.4.29,9.3,14.5,11.9,0,49
1012710.2020.4.30,10.1,13.1,11.6,0,45
1012710.2020.5.1,8.9,15.4,12.2,0.2,
1012710.2020.5.2,9.5,13.5,11.5,0.8,52
1012710.2020.5.3,6.8,10.9,8.9,1,35
1012710.2020.5.4,5.7,15.1,10.4,0,
1012710.2020.5.5,6.9,18.1,12.5,0,44
1012710.2020.5.6,,,,,
1012710.2020.5.7,,,,,
1012710.2020.5.8,8.9,23.8,16.3,0,38
1012710.2020.5.9,11.6,25.6,18.6,0,32
1012710.2020.5.10,11,26.6,18.8,0,
1012710.2020.5.11,11.2,20,15.6,0.4,50
1012710.2020.5.12,9.8,15.4,12.6,6.8,
1012710.2020.5.13,10.4,15.4,12.9,3,
1012710.2020.5.14,9.5,15.2,12.3,0,
1012710.2020.5.15,10.7,14,12.3,0,
1012710.2020.5.16,10.6,14.4,12.5,5.2,
1012710.2020.5.17,10.5,15.7,13.1,2.2,
1012710.2020.5.18,8.6,18.2,13.4,0,31
