ID,MIN_TEMPERATURE,MAX_TEMPERATURE,MEAN_TEMPERATURE,TOTAL_PRECIPITATION,SPEED_MAX_GUST
1012710.2023.4.9,8,12.5,10.2,1.8,45
1012710.2023.4.10,6.3,9.7,8,0,
1012710.2023.4.11,4.7,9.4,7,5,58
1012710.2023.4.12,6.1,11.3,8.7,0.2,36
1012710.2023.4.13,6.4,8.9,7.7,0,36
1012710.2023.4.14,3,9.4,6.2,0,
1012710.2023.4.15,6.1,10.7,8.4,0,
1012710.2023.4.16,5.1,10.3,7.7,0.6,60
1012710.2023.4.17,3.2,9.4,6.3,0,42
1012710.2023.4.18,5,9.3,7.2,0.8,49
1012710.2023.4.19,5.3,10.4,7.9,0,32
1012710.2023.4.20,4.6,8.4,6.5,2.4,45
1012710.2023.4.21,6.6,10,8.3,1.6,31
1012710.2023.4.22,7.8,12.8,10.3,0.6,
1012710.2023.4.23,8.2,11.2,9.7,1.8,44
1012710.2023.4.24,6.3,13.1,9.7,0.6,35
1012710.2023.4.25,6.6,11.6,9.1,0,32
1012710.2023.4.26,7.1,16.9,12,0.4,41
1012710.2023.4.27,7.1,17.5,12.3,0.2,
1012710.2023.4.28,7.3,22.4,14.8,0,32
1012710.2023.4.29,9.2,19.8,14.5,0,33
1012710.2023.4.30,9.7,15.5,12.6,0,37
1012710.2023.5.1,8.4,13.7,11,0,
1012710.2023.5.2,9.8,19.6,14.7,0,
1012710.2023.5.3,10.9,17.9,14.4,0,
1012710.2023.5.4,10.1,16.4,13.3,0,48
1012710.2023.5.5,9.3,13.1,11.2,11,
1012710.2023.5.6,8.9,12.6,10.8,0,37
1012710.2023.5.7,9.3,13.8,11.5,0,32
1012710.2023.5.8,8.7,14.1,11.4,0.2,
1012710.2023.5.9,9.5,15.6,12.5,0.2,
1012710.2023.5.10,7.9,17.4,12.6,0,
1012710.2023.5.11,9.1,18,13.5,0,
1012710.2023.5.12,9.8,20.9,15.3,0,
1012710.2023.5.13,11.3,27.5,19.4,0,38
1012710.2023.5.14,12.2,28.4,20.3,0,
1012710.2023.5.15,,,,,
1012710.2023.5.16,12.2,23.3,17.7,0,49
1012710.2023.5.17,,,,,
1012710.2023.5.18,10.5,22.6,16.6,0,43
1012710.2023.5.19,,,,,
1012710.2023.5.20,,,,,
1012710.2023.5.21,11.4,14.5,12.9,0,61
1012710.2023.5.22,10.6,16.2,13.4,1.2,42
1012710.2023.5.23,8.7,12.8,10.8,0,
1012710.2023.5.24,10.4,15,12.7,0,
1012710.2023.5.25,10.2,18.8,14.5,0,
1012710.2023.5.26,11.5,24.2,17.8,0,34
1012710.2023.5.27,11.5,20.7,16.1,0,37
1012710.2023.5.28,10.9,19,14.9,0,36
1012710.2023.5.29,10.8,18,14.4,0,40
1012710.2023.5.30,10,14.8,12.4,0,43
1012710.2023.5.31,10,15.1,12.6,0,41
1012710.2023.6.1,9.8,17.4,13.6,0,36
1012710.2023.6.2,10,17.7,13.8,0,40
1012710.2023.6.3,9.8,18.9,14.3,0,41
1012710.2023.6.4,,,,,
1012710.2023.6.5,8.9,17.5,13.2,0,
1012710.2023.6.6,,,,,
1012710.2023.6.7,11.8,27.4,19.6,0,34
1012710.2023.6.8,13.1,22.8,18,0,33
1012710.2023.6.9,11.7,16.6,14.1,3.6,37
1012710.2023.6.10,10.6,14.2,12.4,12.4,
1012710.2023.6.11,10.9,18.7,14.8,0.2,
1012710.2023.6.12,11.4,25,18.2,0,
1012710.2023.6.13,,,,,
1012710.2023.6.14,11.2,13.8,12.5,0,41
1012710.2023.6.15,10.5,18.1,14.3,0,37
1012710.2023.6.16,12.1,18.5,15.3,0,45
1012710.2023.6.17,11.2,14.4,12.8,0,60
1012710.2023.6.18,9.9,14.2,12,0,39
1012710.2023.6.19,8.9,14.6,11.7,0,40
1012710.2023.6.20,10.2,16,13.1,0.4,33
1012710.2023.6.21,10.7,16.7,13.7,0.2,
1012710.2023.6.22,10.7,17.8,14.3,0,
1012710.2023.6.23,11.6,22.7,17.1,0,49
1012710.2023.6.24,11.4,18.1,14.7,0,36
1012710.2023.6.25,11.7,22.6,17.1,0,33
1012710.2023.6.26,12.8,22.7,17.8,0,36
1012710.2023.6.27,,,,,
1012710.2023.6.28,,,,,
1012710.2023.6.29,13.1,22.9,18,0,40
1012710.2023.6.30,13.2,23.9,18.6,0,45
1012710.2023.7.1,12.5,20.1,16.3,0,44
1012710.2023.7.2,11.1,19.5,15.3,0,
1012710.2023.7.3,12.1,21.5,16.8,0,
1012710.2023.7.4,12.9,23.2,18.1,0,
1012710.2023.7.5,12.8,21.9,17.3,0,
1012710.2023.7.6,12.2,26.8,19.5,0,33
1012710.2023.7.7,12.4,21.4,16.9,0,32
1012710.2023.7.8,12.6,21.3,17,0,33
1012710.2023.7.9,12.4,21.1,16.8,0,45
1012710.2023.7.10,12.8,18.2,15.5,0,41
1012710.2023.7.11,12.9,19.1,16,0,
1012710.2023.7.12,13.1,21.9,17.5,0,39
1012710.2023.7.13,12.9,20.8,16.9,0,
1012710.2023.7.14,13.8,20.2,17,0,31
1012710.2023.7.15,12.2,23.7,17.9,0,39
1012710.2023.7.16,13,25.1,19,0,45
1012710.2023.7.17,13.8,20,16.9,0,49
1012710.2023.7.18,12.6,19.9,16.2,0,
1012710.2023.7.19,13.3,22.5,17.9,0,
1012710.2023.7.20,13.2,27.6,20.4,0,41
1012710.2023.7.21,13.2,23.1,18.2,0,39
1012710.2023.7.22,12.1,22.4,17.3,0,41
1012710.2023.7.23,13.9,23.5,18.7,0,37
1012710.2023.7.24,12.3,20.4,16.4,10.6,
1012710.2023.7.25,12.1,19.4,15.7,0.2,40
1012710.2023.7.26,12.1,19.3,15.7,0,31
1012710.2023.7.27,13.1,23,18,0,33
1012710.2023.7.28,13.2,22.6,17.9,0,34
1012710.2023.7.29,14.7,20.7,17.7,0,42
1012710.2023.7.30,13.9,21.3,17.6,0,37
1012710.2023.7.31,13.5,22.2,17.8,0,
1012710.2023.8.1,13,21.8,17.4,0,
1012710.2023.8.2,12.9,23.4,18.1,0,
1012710.2023.8.3,11.8,22.1,16.9,0,
1012710.2023.8.4,14,25.9,19.9,0,31
1012710.2023.8.5,12,25.6,18.8,0,35
1012710.2023.8.6,15.3,21.1,18.2,0,34
1012710.2023.8.7,14.1,21,17.6,0,
1012710.2023.8.8,13.5,20.7,17.1,0,33
1012710.2023.8.9,13,20.8,16.9,0.2,37
1012710.2023.8.10,14.6,20.6,17.6,0,37
1012710.2023.8.11,13.3,22.8,18.1,0,
1012710.2023.8.12,14.4,20.5,17.5,0,
1012710.2023.8.13,14.3,24,19.2,0,
1012710.2023.8.14,13.9,24.6,19.2,0,
1012710.2023.8.15,14.1,24.3,19.2,0,
1012710.2023.8.16,13.4,23.3,18.3,0,
1012710.2023.8.17,13,23.7,18.3,0,41
1012710.2023.8.18,12.6,19.3,16,0,32
1012710.2023.8.19,12.1,19.4,15.7,0,
1012710.2023.8.20,12.7,19.8,16.3,0,
1012710.2023.8.21,11.9,21.4,16.6,0,40
1012710.2023.8.22,12.5,18.1,15.3,0,
1012710.2023.8.23,13,19.5,16.2,0,37
1012710.2023.8.24,12.1,23.1,17.6,0,
1012710.2023.8.25,14.5,22,18.3,0,
1012710.2023.8.26,13.3,22.5,17.9,0,
1012710.2023.8.27,13.9,23.8,18.8,0,
1012710.2023.8.28,15.4,19.7,17.6,0.2,38
1012710.2023.8.29,12.7,18.2,15.4,0.8,43
1012710.2023.8.30,12.6,21.3,16.9,0.8,34
1012710.2023.8.31,12.2,16.7,14.5,2.4,
1012710.2023.9.1,12.3,20.9,16.6,0.2,
1012710.2023.9.2,12.1,20.7,16.4,0,
1012710.2023.9.3,12.4,18.3,15.4,1.8,32
1012710.2023.9.4,12.1,15.1,13.6,0,
1012710.2023.9.5,12.1,18.1,15.1,0,34
1012710.2023.9.6,11.1,16.4,13.7,0,
1012710.2023.9.7,12.2,16.6,14.4,0,
1012710.2023.9.8,10.7,16.1,13.4,0,
1012710.2023.9.9,10.5,18.5,14.5,0,
1012710.2023.9.10,11.7,24.3,18,0,31
1012710.2023.9.11,12.8,19.3,16.1,0,
1012710.2023.9.12,12.2,15.7,13.9,0,
1012710.2023.9.13,11.4,16.5,13.9,0,
1012710.2023.9.14,11.3,17.6,14.4,0.2,
1012710.2023.9.15,10.8,20.5,15.7,0,
1012710.2023.9.16,10.5,21.2,15.8,0,39
1012710.2023.9.17,12.8,18.2,15.5,0,34
1012710.2023.9.18,12,17.7,14.8,0,45
1012710.2023.9.19,11.8,17,14.4,1,40
1012710.2023.9.20,,,,,
1012710.2023.9.21,9.6,18,13.8,0,
1012710.2023.9.22,8.6,16.1,12.3,0,
1012710.2023.9.23,11,15.1,13.1,1.4,34
1012710.2023.9.24,8.8,16.2,12.5,1.6,43
1012710.2023.9.25,12.2,17.4,14.8,0.4,38
1012710.2023.9.26,10.4,16.5,13.5,0.4,
1012710.2023.9.27,11.8,15.5,13.6,1.2,34
1012710.2023.9.28,10.3,15.5,12.9,3.4,39
1012710.2023.9.29,6.9,13.7,10.3,0,
1012710.2023.9.30,6.6,13.4,10,0,
1012710.2023.10.1,7.1,13.2,10.1,0,
1012710.2023.10.2,10.4,12.4,11.4,8.6,
1012710.2023.10.3,9.2,13.3,11.2,0,35
1012710.2023.10.4,9.1,14.8,12,0.2,
1012710.2023.10.5,9.9,19.2,14.5,0.2,
1012710.2023.10.6,10.3,22.6,16.4,0,
1012710.2023.10.7,11,18.7,14.9,0.2,
1012710.2023.10.8,10.1,14.5,12.3,0,
1012710.2023.10.9,11.4,15.7,13.5,1,44
1012710.2023.10.10,11.4,15.2,13.3,1.4,
1012710.2023.10.11,9.9,13.1,11.5,1.8,
1012710.2023.10.12,7.3,13.6,10.4,0.2,
1012710.2023.10.13,10,16.7,13.4,0.6,
1012710.2023.10.14,10.1,14.3,12.2,1,
1012710.2023.10.15,11.9,16.7,14.3,1.8,
1012710.2023.10.16,11,16.4,13.7,3.4,55
1012710.2023.10.17,8.6,12.2,10.4,6,
1012710.2023.10.18,11,16.1,13.6,0,
1012710.2023.10.19,10.6,13,11.8,0.4,
1012710.2023.10.20,9.8,13.1,11.5,0.2,
1012710.2023.10.21,8.8,13.5,11.2,0,
1012710.2023.10.22,8.4,13.2,10.8,0,
1012710.2023.10.23,8.4,12.2,10.3,0,54
1012710.2023.10.24,5.6,9.9,7.8,18.8,47
1012710.2023.10.25,4.2,10,7.1,2.2,55
1012710.2023.10.26,1.9,9.5,5.7,0,
1012710.2023.10.27,2.5,9.1,5.8,0,31
1012710.2023.10.28,1.7,9.6,5.6,0,
1012710.2023.10.29,2.5,10.1,6.3,0,
1012710.2023.10.30,3.8,11.9,7.8,0,
1012710.2023.10.31,4,11.9,8,0,
1012710.2023.11.1,4.6,11.6,8.1,4.6,
1012710.2023.11.2,9.4,14.6,12,25.6,56
1012710.2023.11.3,9,13.1,11.1,1,42
1012710.2023.11.4,11.2,16.7,13.9,13.8,52
1012710.2023.11.5,8.8,13.5,11.1,1.8,
1012710.2023.11.6,9.9,12,11,0.6,
1012710.2023.11.7,9.4,11.9,10.7,1,49
1012710.2023.11.8,6.9,11.9,9.4,0.2,
1012710.2023.11.9,6.2,9.6,7.9,1,
1012710.2023.11.10,6.6,10,8.3,3,
1012710.2023.11.11,7.5,12.3,9.9,18,58
1012710.2023.11.12,7.1,10.3,8.7,3.4,
1012710.2023.11.13,4.8,11,7.9,0.2,33
1012710.2023.11.14,2.8,8.8,5.8,0,
1012710.2023.11.15,3.1,7.5,5.3,0.4,
1012710.2023.11.16,3.6,8.4,6,0,
1012710.2023.11.17,3.7,9.5,6.6,0.2,
1012710.2023.11.18,3.7,11,7.4,2.2,
1012710.2023.11.19,6.3,10.5,8.4,2.8,60
1012710.2023.11.20,,,,,
1012710.2023.11.21,4.5,10.2,7.3,6,
1012710.2023.11.22,4.5,9.1,6.8,0.2,
1012710.2023.11.23,2.8,9.7,6.2,0.2,
1012710.2023.11.24,,,,,
1012710.2023.11.25,2.1,8.4,5.3,0,
1012710.2023.11.26,2.2,7.6,4.9,0,
1012710.2023.11.27,2.2,7.8,5,0,
1012710.2023.11.28,3.7,5.9,4.8,0,
1012710.2023.11.29,4.2,6.8,5.5,0,
1012710.2023.11.30,4.6,6.8,5.7,0.2,
1012710.2023.12.1,4.8,8.8,6.8,5.4,43
1012710.2023.12.2,6.1,8.7,7.4,12.4,59
1012710.2023.12.3,5.6,11.5,8.6,4.8,45
1012710.2023.12.4,6.1,9.6,7.8,18.6,31
1012710.2023.12.5,8.3,13.5,10.9,13.4,37
1012710.2023.12.6,5.7,9.4,7.6,0,
1012710.2023.12.7,3.9,8.3,6.1,7.8,
1012710.2023.12.8,1.2,8.7,5,0,
1012710.2023.12.9,4.4,6.8,5.6,16.6,
1012710.2023.12.10,6.5,8.5,7.5,2.4,
1012710.2023.12.11,6.6,8.2,7.4,0,
1012710.2023.12.12,4.4,7.4,5.9,0,
1012710.2023.12.13,4.4,8.9,6.6,0,
1012710.2023.12.14,6.9,7.7,7.3,1.6,
1012710.2023.12.15,5,9.5,7.3,1,
1012710.2023.12.16,3.3,6.5,4.9,0,
1012710.2023.12.17,3.7,9.8,6.8,0,
1012710.2023.12.18,6.2,8.3,7.3,0.6,
1012710.2023.12.19,7.4,10.7,9.1,1.4,
1012710.2023.12.20,6.9,9.6,8.3,0.2,
1012710.2023.12.21,8.8,10.6,9.7,0.2,
1012710.2023.12.22,4.2,9.2,6.7,1,50
1012710.2023.12.23,1.4,7.3,4.3,0,
1012710.2023.12.24,3.7,7.1,5.4,0,
1012710.2023.12.25,6.1,10,8,0.8,37
1012710.2023.12.26,7,11,9,2.6,47
1012710.2023.12.27,8.5,13.7,11.1,0,38
1012710.2023.12.28,8.3,11.5,9.9,0,
1012710.2023.12.29,9.5,12.4,10.9,0,31
1012710.2023.12.30,8.3,12,10.1,1,
1012710.2023.12.31,4.4,9.5,7,0,
1012710.2024.1.1,5.4,7.7,6.5,0,
1012710.2024.1.2,5.6,9.1,7.3,1,36
1012710.2024.1.3,7.2,9.3,8.2,0.2,
1012710.2024.1.4,7.1,10.2,8.6,0.8,52
1012710.2024.1.5,5.4,10.4,7.9,3.8,43
1012710.2024.1.6,4.3,9.2,6.7,6,37
1012710.2024.1.7,2.1,6,4,0,
1012710.2024.1.8,2.8,6,4.4,6.6,
1012710.2024.1.9,4.2,9.2,6.7,13,78
1012710.2024.1.10,1.9,6.4,4.1,0.2,49
1012710.2024.1.11,-5.5,6.3,0.4,,47
1012710.2024.1.12,-9.9,-5.1,-7.5,,52
1012710.2024.1.13,-8.6,-2,-5.3,,42
1012710.2024.1.14,-4.4,0.2,-2.1,,
1012710.2024.1.15,-1.9,2,0.1,,36
1012710.2024.1.16,-1.7,2.8,0.5,,
1012710.2024.1.17,0.4,2.3,1.3,,
1012710.2024.1.18,,,,,
1012710.2024.1.19,1.5,4.2,2.9,1.8,33
1012710.2024.1.20,3.8,5.8,4.8,0,
1012710.2024.1.21,4.7,8.6,6.7,1.4,
1012710.2024.1.22,7.1,8.8,8,0,
1012710.2024.1.23,6.5,9.2,7.8,0.4,
1012710.2024.1.24,6.5,10,8.2,0,31
1012710.2024.1.25,,,,,
1012710.2024.1.26,7,11.2,9.1,3,
1012710.2024.1.27,8.6,10.7,9.6,16.8,
1012710.2024.1.28,8.9,12.4,10.7,19.4,
1012710.2024.1.29,8.5,16,12.2,0,
1012710.2024.1.30,9.6,14.9,12.3,0.2,
1012710.2024.1.31,10.6,15.2,12.9,0,
1012710.2024.2.1,8.4,13,10.7,0.4,
1012710.2024.2.2,7.2,11,9.1,6.4,
1012710.2024.2.3,5.2,8.9,7,5.4,
1012710.2024.2.4,3.7,8.4,6,0,
1012710.2024.2.5,,,,,
1012710.2024.2.6,,,,,
1012710.2024.2.7,,,,,
1012710.2024.2.8,,,,,
1012710.2024.2.9,,,,,
1012710.2024.2.10,3.7,8,5.8,1.4,
1012710.2024.2.11,5.6,9.2,7.4,6.8,
1012710.2024.2.12,,,,,
1012710.2024.2.13,,,,,
1012710.2024.2.14,4.9,7.9,6.4,0,44
1012710.2024.2.15,,,,,
1012710.2024.2.16,,,,,
1012710.2024.2.17,7.4,9.2,8.3,0.2,
1012710.2024.2.18,6.9,9,7.9,0,
1012710.2024.2.19,6.6,9.6,8.1,5.8,34
1012710.2024.2.20,6.6,8.6,7.6,0.8,
1012710.2024.2.21,7.7,9.6,8.6,2.8,
1012710.2024.2.22,5.6,12,8.8,0.6,
1012710.2024.2.23,4.9,10.1,7.5,0.4,37
1012710.2024.2.24,7.8,9.3,8.6,0,41
1012710.2024.2.25,2.9,9.3,6.1,6,64
1012710.2024.2.26,1.8,7,4.4,0.2,50
1012710.2024.2.27,-0.2,6.4,3.1,,
1012710.2024.2.28,5.2,9.2,7.2,33.4,52
1012710.2024.2.29,3.3,6.8,5,3.8,40
1012710.2024.3.1,2.9,6.9,4.9,0,35
1012710.2024.3.2,2.8,7.1,4.9,0.4,42
1012710.2024.3.3,3.1,7.1,5.1,1.6,
1012710.2024.3.4,1.3,7,4.2,13.6,
1012710.2024.3.5,1,5.7,3.3,0.2,
1012710.2024.3.6,1.6,4.1,2.8,1.8,
1012710.2024.3.7,0.7,7.3,4,0,
1012710.2024.3.8,4.3,9.2,6.8,1,33
1012710.2024.3.9,5.7,11.1,8.4,0.4,47
1012710.2024.3.10,6.2,10.7,8.4,0.4,40
1012710.2024.3.11,5.7,9.1,7.4,0.6,43
1012710.2024.3.12,4.9,8.6,6.8,5,45
1012710.2024.3.13,4.2,9.2,6.7,0,
1012710.2024.3.14,3,11.6,7.3,0,
1012710.2024.3.15,4.6,14.8,9.7,0,
1012710.2024.3.16,5.8,19.3,12.5,0,
1012710.2024.3.17,5.6,15.1,10.4,0,
1012710.2024.3.18,5.5,12.6,9.1,0,
1012710.2024.3.19,5.6,14.6,10.1,0,31
1012710.2024.3.20,5.7,9.9,7.8,0,
1012710.2024.3.21,6.7,12.3,9.5,0,
1012710.2024.3.22,8.8,10.8,9.8,1.4,
1012710.2024.3.23,7.9,10,8.9,15.2,
1012710.2024.3.24,4.6,12.1,8.4,0,36
1012710.2024.3.25,7.4,10.3,8.9,1.4,38
1012710.2024.3.26,6.6,11.2,8.9,0.2,32
1012710.2024.3.27,7.5,12.8,10.2,0.8,32
1012710.2024.3.28,6.6,11.3,9,0.2,32
1012710.2024.3.29,7.1,12,9.6,0,
1012710.2024.3.30,3.9,10.1,7,0,
1012710.2024.3.31,4.6,12,8.3,0,
1012710.2024.4.1,6.6,11.5,9.1,0,38
1012710.2024.4.2,6.7,12.9,9.8,0,55
1012710.2024.4.3,5,9.3,7.1,0.8,32
1012710.2024.4.4,4,10.4,7.2,0,31
1012710.2024.4.5,6.6,12.8,9.7,0,38
1012710.2024.4.6,7.7,9,8.3,0,
1012710.2024.4.7,7.7,11,9.4,0.2,36
1012710.2024.4.8,7.3,10.4,8.9,15.8,37
1012710.2024.4.9,8.1,12.4,10.3,0.4,44
1012710.2024.4.10,4.7,10.7,7.7,0,
1012710.2024.4.11,6.9,9.7,8.3,0,
1012710.2024.4.12,7,13.6,10.3,1.2,34
1012710.2024.4.13,4.1,15.7,9.9,0,
1012710.2024.4.14,5.8,15.8,10.8,0,51
1012710.2024.4.15,7.3,10.5,8.9,0,61
1012710.2024.4.16,3.8,12.1,7.9,0,
1012710.2024.4.17,4.1,13.8,9,0,
1012710.2024.4.18,4.6,16.1,10.3,0,32
1012710.2024.4.19,6.8,17.3,12,0,
1012710.2024.4.20,7.6,18.7,13.1,0,61
1012710.2024.4.21,7.2,12.6,9.9,2.6,44
1012710.2024.4.22,4.1,14.3,9.2,0,
1012710.2024.4.23,5.6,16.4,11,0,34
1012710.2024.4.24,8.7,12.2,10.5,3.2,33
1012710.2024.4.25,8.2,11.7,10,3.8,
1012710.2024.4.26,9.4,13.3,11.3,3,
1012710.2024.4.27,9.6,12.2,10.9,1,44
1012710.2024.4.28,6.9,10.1,8.5,1,49
1012710.2024.4.29,5.3,11.4,8.3,0,45
1012710.2024.4.30,6.2,11.3,8.8,2,
1012710.2024.5.1,5,11.2,8.1,0,
1012710.2024.5.2,5.6,13.1,9.3,0,
1012710.2024.5.3,5.6,17.2,11.4,0,
1012710.2024.5.4,10,14.8,12.4,0,
1012710.2024.5.5,10.2,14.6,12.4,0.6,54
1012710.2024.5.6,8.2,11.3,9.8,1,48
1012710.2024.5.7,6.7,12.7,9.7,0,43
1012710.2024.5.8,6.8,16.1,11.4,0,36
1012710.2024.5.9,8.3,18.5,13.4,0,
1012710.2024.5.10,10.3,23.3,16.8,0,
1012710.2024.5.11,11.1,19.2,15.1,0,
1012710.2024.5.12,10.5,19.8,15.2,0,38
1012710.2024.5.13,10.9,16.3,13.6,0,42
1012710.2024.5.14,8.9,16.9,12.9,0,
1012710.2024.5.15,10.5,19.1,14.8,0,38
1012710.2024.5.16,10.2,14.7,12.5,0,61
1012710.2024.5.17,9.4,13.3,11.4,0,55
1012710.2024.5.18,9.3,13.3,11.3,0,49
1012710.2024.5.19,9.2,15.2,12.2,0,31
1012710.2024.5.20,8.8,16.1,12.4,0,50
1012710.2024.5.21,9.1,12.9,11,13,52
1012710.2024.5.22,6.8,16.5,11.7,4.2,52
1012710.2024.5.23,8,15.4,11.7,0,38
1012710.2024.5.24,8.9,12.9,10.9,3,
1012710.2024.5.25,9.8,12.1,11,0,46
1012710.2024.5.26,9.1,12.3,10.7,3,
1012710.2024.5.27,8.8,15.5,12.2,0,
1012710.2024.5.28,10.1,13.9,12,5.2,46
1012710.2024.5.29,9.1,14.7,11.9,0.8,48
1012710.2024.5.30,9.6,14.1,11.9,0,37
1012710.2024.5.31,7.6,15.8,11.7,0,
1012710.2024.6.1,10.2,15.1,12.6,2,35
1012710.2024.6.2,10.5,14.8,12.7,6.8,45
1012710.2024.6.3,10.4,14.5,12.4,6.6,61
1012710.2024.6.4,10,14.8,12.4,2.2,64
1012710.2024.6.5,,,,,
1012710.2024.6.6,9.1,14.4,11.8,0,
1012710.2024.6.7,9.9,19.6,14.7,0,
1012710.2024.6.8,11.7,21.4,16.5,0,38
1012710.2024.6.9,11.1,18,14.6,0,43
1012710.2024.6.10,10.7,15.5,13.1,0,38
1012710.2024.6.11,10.8,15.8,13.3,0,64
1012710.2024.6.12,10,14.7,12.4,0,34
1012710.2024.6.13,8.8,17.6,13.2,0,42
1012710.2024.6.14,10.5,15.5,13,0,31
1012710.2024.6.15,10.4,13.8,12.1,0,44
1012710.2024.6.16,10.5,13.9,12.2,4.2,
1012710.2024.6.17,11.3,15.4,13.4,0.2,47
1012710.2024.6.18,11,15.2,13.1,0,36
1012710.2024.6.19,10.5,18.9,14.7,0,
1012710.2024.6.20,11.7,22.4,17,0,
1012710.2024.6.21,12.5,22.9,17.7,0,36
1012710.2024.6.22,11.3,20.8,16.1,0,35
1012710.2024.6.23,12.7,17.8,15.2,0,47
1012710.2024.6.24,11.4,16,13.7,0,37
1012710.2024.6.25,10.9,18,14.5,0,
1012710.2024.6.26,12.2,17.2,14.7,0,41
1012710.2024.6.27,12.3,15.9,14.1,0.4,47
1012710.2024.6.28,11,15,13,0,31
1012710.2024.6.29,11.2,17.3,14.3,0,
1012710.2024.6.30,12,20.5,16.3,0,41
1012710.2024.7.1,13.5,21.7,17.6,0,42
1012710.2024.7.2,13.2,17.5,15.3,0,39
1012710.2024.7.3,11.3,16.5,13.9,0,
1012710.2024.7.4,11.2,19.2,15.2,0,
1012710.2024.7.5,12.1,20.4,16.2,0,
1012710.2024.7.6,12.2,23.1,17.7,0,
1012710.2024.7.7,12.6,22.6,17.6,0,
1012710.2024.7.8,12.8,23.4,18.1,0,
1012710.2024.7.9,12.6,24.3,18.4,0,
1012710.2024.7.10,14.9,27.1,21,0,40
1012710.2024.7.11,13.3,20.2,16.8,0,35
1012710.2024.7.12,11.6,19.9,15.8,0,
1012710.2024.7.13,12.2,22,17.1,0,
1012710.2024.7.14,13,24.3,18.7,0,41
1012710.2024.7.15,13.7,17.5,15.6,0,
1012710.2024.7.16,12.8,22.1,17.4,0,
1012710.2024.7.17,13.6,26.6,20.1,0,36
1012710.2024.7.18,14.9,23.4,19.1,0,38
1012710.2024.7.19,14.3,22.5,18.4,0,32
1012710.2024.7.20,13.5,23.7,18.6,0,
1012710.2024.7.21,13.7,21.8,17.7,0,
1012710.2024.7.22,14,18,16,0,61
1012710.2024.7.23,12.6,19.7,16.2,0,38
1012710.2024.7.24,13.4,20.6,17,0,48
1012710.2024.7.25,14.1,19.2,16.6,0,46
1012710.2024.7.26,11.8,16.2,14,0,
1012710.2024.7.27,11.9,18.9,15.4,0,32
1012710.2024.7.28,12.1,19.6,15.9,0,36
1012710.2024.7.29,11.9,15.4,13.6,7,
1012710.2024.7.30,12.1,15.9,14,1.6,
1012710.2024.7.31,13.3,19.2,16.3,0.2,
1012710.2024.8.1,13.8,20.3,17,0,
1012710.2024.8.2,13.3,25.8,19.6,0,33
1012710.2024.8.3,12.7,23.3,18,0,
1012710.2024.8.4,11.9,19.8,15.9,0,
1012710.2024.8.5,13.2,21.3,17.3,0,
1012710.2024.8.6,13.2,20.1,16.6,0,31
1012710.2024.8.7,12.6,19.5,16,0,
1012710.2024.8.8,11.5,21,16.3,0,
1012710.2024.8.9,11.8,21,16.4,0,
1012710.2024.8.10,12.2,23.6,17.9,0,33
1012710.2024.8.11,12.4,18.1,15.3,0,
1012710.2024.8.12,12.1,18.4,15.3,0,
1012710.2024.8.13,15,19.1,17,0,
1012710.2024.8.14,12.8,18.6,15.7,0,
1012710.2024.8.15,13.2,22.4,17.8,0,48
1012710.2024.8.16,13.6,19.8,16.7,0,
1012710.2024.8.17,11.9,23.8,17.9,0,36
1012710.2024.8.18,12.6,20.5,16.5,9.6,
1012710.2024.8.19,12.6,17.3,14.9,3.2,
1012710.2024.8.20,11.7,15.2,13.4,0.2,
1012710.2024.8.21,11.1,18.1,14.6,0.2,
1012710.2024.8.22,11.1,16.4,13.8,0,
1012710.2024.8.23,12.1,15.5,13.8,3.4,35
1012710.2024.8.24,13.1,18.1,15.6,15.8,45
1012710.2024.8.25,11.3,17.7,14.5,0,
1012710.2024.8.26,11.3,15.6,13.4,11,
1012710.2024.8.27,12.4,16.3,14.3,0.2,50
1012710.2024.8.28,9.1,15.7,12.4,0,
1012710.2024.8.29,10.5,22.8,16.7,0,
1012710.2024.8.30,12.7,18.6,15.6,0,
1012710.2024.8.31,12.6,20.3,16.4,0,
1012710.2024.9.1,13.1,21.5,17.3,0,
1012710.2024.9.2,12.2,18.6,15.4,0,
1012710.2024.9.3,12.1,16,14.1,0,
1012710.2024.9.4,11.2,18.1,14.7,0,
1012710.2024.9.5,12.9,26.8,19.9,0,
1012710.2024.9.6,13.5,22.6,18,0,
1012710.2024.9.7,13.5,19.6,16.5,0,
1012710.2024.9.8,12.2,17.1,14.6,0,
1012710.2024.9.9,11.7,16.5,14.1,0,
1012710.2024.9.10,11.5,17.2,14.4,0.4,32
1012710.2024.9.11,12,15.4,13.7,0.6,
1012710.2024.9.12,10.8,15.3,13,0.2,
1012710.2024.9.13,10.4,14.4,12.4,4.4,
1012710.2024.9.14,11.9,18.6,15.2,3.8,41
1012710.2024.9.15,11.3,16.5,13.9,0,
1012710.2024.9.16,9.8,17,13.4,0,
1012710.2024.9.17,10.1,14.1,12.1,0,
1012710.2024.9.18,11.3,17.1,14.2,0,
1012710.2024.9.19,10,17.3,13.6,0,46
1012710.2024.9.20,10.8,14.3,12.6,0,32
1012710.2024.9.21,9.8,14.2,12,0,
1012710.2024.9.22,9.9,18.7,14.3,0,32
1012710.2024.9.23,11.8,16.7,14.2,4.2,
1012710.2024.9.24,11.4,15.6,13.5,0.2,
